year,rank_display,rank_low,rank_high,is_band,institution,region,total_score
2024,1,1,1,0,Harvard University,United States,100
2024,2,2,2,0,Stanford University,United States,75.6
2024,3,3,3,0,Massachusetts Institute of Technology (MIT),United States,69.5
2024,4,4,4,0,University of Cambridge,United Kingdom,67.8
2024,5,5,5,0,"University of California, Berkeley",United States,62
2024,6,6,6,0,University of Oxford,United Kingdom,60
2024,7,7,7,0,Princeton University,United States,58.8
2024,8,8,8,0,California Institute of Technology,United States,55.1
2024,8,8,8,0,Columbia University,United States,55.1
2024,10,10,10,0,University of Chicago,United States,54.4
2024,11,11,11,0,Yale University,United States,52.8
2024,12,12,12,0,Cornell University,United States,50.8
2024,12,12,12,0,Paris-Saclay University,France,50.8
2024,14,14,14,0,University of Pennsylvania,United States,49.3
2024,15,15,15,0,"University of California, Los Angeles",United States,48.4
2024,16,16,16,0,University College London,United Kingdom,47.1
2024,17,17,17,0,Johns Hopkins University,United States,46
2024,18,18,18,0,"University of California, San Diego",United States,45.9
2024,18,18,18,0,University of Washington,United States,45.9
2024,20,20,20,0,"University of California, San Francisco",United States,45.4
2024,21,21,21,0,ETH Zurich,Switzerland,44.5
2024,22,22,22,0,Tsinghua University,China,43.3
2024,23,23,23,0,Washington University in St. Louis,United States,40.1
2024,24,24,24,0,Peking University,China,39.9
2024,25,25,25,0,Imperial College London,United Kingdom,39.7
2024,26,26,26,0,University of Toronto,Canada,39.6
2024,27,27,27,0,Zhejiang University,China,39
2024,28,28,28,0,The University of Tokyo,Japan,38.6
2024,29,29,29,0,Rockefeller University,United States,38.2
2024,30,30,30,0,University of Michigan-Ann Arbor,United States,38
2024,31,31,31,0,New York University,United States,37.7
2024,32,32,32,0,University of Copenhagen,Denmark,37
2024,33,33,33,0,Northwestern University,United States,36.9
2024,33,33,33,0,PSL University,France,36.9
2024,35,35,35,0,University of North Carolina at Chapel Hill,United States,36.2
2024,36,36,36,0,University of Wisconsin - Madison,United States,36
2024,37,37,37,0,The University of Melbourne,Australia,35.4
2024,38,38,38,0,Shanghai Jiao Tong University,China,34.8
2024,39,39,39,0,Duke University,United States,34.6
2024,40,40,40,0,The University of Edinburgh,United Kingdom,34.4
2024,41,41,41,0,Sorbonne University,France,34.2
2024,42,42,42,0,University of Science and Technology of China,China,34.1
2024,43,43,43,0,Karolinska Institute,Sweden,33.8
2024,43,43,43,0,University of Munich,Germany,33.8
2024,45,45,45,0,Kyoto University,Japan,33.6
2024,45,45,45,0,The University of Texas at Austin,United States,33.6
2024,47,47,47,0,Technical University of Munich,Germany,33.3
2024,47,47,47,0,University of British Columbia,Canada,33.3
2024,47,47,47,0,"University of Minnesota, Twin Cities",United States,33.3
2024,50,50,50,0,Fudan University,China,33.1
2024,50,50,50,0,Heidelberg University,Germany,33.1
2024,52,52,52,0,The University of Manchester,United Kingdom,32.9
2024,53,53,53,0,King's College London,United Kingdom,32.7
2024,54,54,54,0,The University of Texas Southwestern Medical Center at Dallas,United States,32.5
2024,55,55,55,0,Swiss Federal Institute of Technology Lausanne,Switzerland,32.2
2024,55,55,55,0,University of Illinois at Urbana-Champaign,United States,32.2
2024,55,55,55,0,Utrecht University,Netherlands,32.2
2024,58,58,58,0,University of Geneva,Switzerland,32
2024,58,58,58,0,"University of Maryland, College Park",United States,32
2024,60,60,60,0,Université Paris Cité,France,30.9
2024,61,61,61,0,University of Bonn,Germany,30.7
2024,62,62,62,0,University of Southern California,United States,30.6
2024,63,63,63,0,The University of Queensland,Australia,30.5
2024,64,64,64,0,"University of California, Santa Barbara",United States,30.4
2024,65,65,65,0,University of Colorado at Boulder,United States,30.3
2024,66,66,66,0,Vanderbilt University,United States,30.2
2024,67,67,67,0,University of Zurich,Switzerland,30
2024,68,68,68,0,National University of Singapore,Singapore,29.7
2024,69,69,69,0,The University of Hong Kong,China-Hong Kong,29.5
2024,69,69,69,0,University of Groningen,Netherlands,29.5
2024,69,69,69,0,Weizmann Institute of Science,Israel,29.5
2024,72,72,72,0,Sun Yat-sen University,China,29.4
2024,72,72,72,0,University of Oslo,Norway,29.4
2024,74,74,74,0,McGill University,Canada,29.3
2024,74,74,74,0,University of Sydney,Australia,29.3
2024,76,76,76,0,"University of California, Irvine",United States,29.2
2024,77,77,77,0,The University of New South Wales,Australia,29
2024,78,78,78,0,KU Leuven,Belgium,28
2024,79,79,79,0,Huazhong University of Science and Technology,China,27.8
2024,80,80,80,0,Aarhus University,Denmark,27.7
2024,81,81,81,0,The Hebrew University of Jerusalem,Israel,27.6
2024,82,82,82,0,Monash University,Australia,27.5
2024,82,82,82,0,Nanjing University,China,27.5
2024,82,82,82,0,The Ohio State University - Columbus,United States,27.5
2024,85,85,85,0,Technion-Israel Institute of Technology,Israel,27.4
2024,86,86,86,0,Seoul National University,South Korea,27.2
2024,86,86,86,0,The University of Texas M. D. Anderson Cancer Center,United States,27.2
2024,88,88,88,0,Uppsala University,Sweden,27.1
2024,89,89,89,0,Wuhan University,China,27
2024,90,90,90,0,Ghent University,Belgium,26.9
2024,90,90,90,0,King Saud University,Saudi Arabia,26.9
2024,90,90,90,0,Nanyang Technological University,Singapore,26.9
2024,90,90,90,0,University of Pittsburgh,United States,26.9
2024,94,94,94,0,Central South University,China,26.7
2024,95,95,95,0,University of Basel,Switzerland,26.6
2024,95,95,95,0,Xi'an Jiaotong University,China,26.6
2024,97,97,97,0,University of Bristol,United Kingdom,26.5
2024,98,98,98,0,Sichuan University,China,26.4
2024,99,99,99,0,University of Helsinki,Finland,26.3
2024,100,100,100,0,Purdue University - West Lafayette,United States,26.1
2024,101-150,101,150,1,Aix Marseille University,France,
2024,101-150,101,150,1,Beijing Institute of Technology,China,
2024,101-150,101,150,1,Boston University,United States,
2024,101-150,101,150,1,Brown University,United States,
2024,101-150,101,150,1,Carnegie Mellon University,United States,
2024,101-150,101,150,1,City University of Hong Kong,China-Hong Kong,
2024,101-150,101,150,1,Emory University,United States,
2024,101-150,101,150,1,Erasmus University Rotterdam,Netherlands,
2024,101-150,101,150,1,Harbin Institute of Technology,China,
2024,101-150,101,150,1,Jilin University,China,
2024,101-150,101,150,1,Leiden University,Netherlands,
2024,101-150,101,150,1,Lund University,Sweden,
2024,101-150,101,150,1,Mayo Clinic College of Medicine and Science,United States,
2024,101-150,101,150,1,McMaster University,Canada,
2024,101-150,101,150,1,Moscow State University,Russia,
2024,101-150,101,150,1,Icahn School of Medicine at Mount Sinai,United States,
2024,101-150,101,150,1,Nagoya University,Japan,
2024,101-150,101,150,1,Northwestern Polytechnical University,China,
2024,101-150,101,150,1,Pennsylvania State University - University Park,United States,
2024,101-150,101,150,1,Radboud University Nijmegen,Netherlands,
2024,101-150,101,150,1,Rice University,United States,
2024,101-150,101,150,1,"Rutgers, The State University of New Jersey - New Brunswick",United States,
2024,101-150,101,150,1,Sapienza University of Rome,Italy,
2024,101-150,101,150,1,Shandong University,China,
2024,101-150,101,150,1,South China University of Technology,China,
2024,101-150,101,150,1,Southern University of Science and Technology,China,
2024,101-150,101,150,1,Southeast University,China,
2024,101-150,101,150,1,Stockholm University,Sweden,
2024,101-150,101,150,1,The Australian National University,Australia,
2024,101-150,101,150,1,The Chinese University of Hong Kong,China-Hong Kong,
2024,101-150,101,150,1,The University of Glasgow,United Kingdom,
2024,101-150,101,150,1,The University of Western Australia,Australia,
2024,101-150,101,150,1,Tianjin University,China,
2024,101-150,101,150,1,Université Grenoble Alpes,France,
2024,101-150,101,150,1,Université libre de Bruxelles (ULB),Belgium,
2024,101-150,101,150,1,University of Alberta,Canada,
2024,101-150,101,150,1,University of Amsterdam,Netherlands,
2024,101-150,101,150,1,University of Bern,Switzerland,
2024,101-150,101,150,1,"University of California, Davis",United States,
2024,101-150,101,150,1,University of Florida,United States,
2024,101-150,101,150,1,University of Freiburg,Germany,
2024,101-150,101,150,1,University of Gothenburg,Sweden,
2024,101-150,101,150,1,University of Lausanne,Switzerland,
2024,101-150,101,150,1,University of Liverpool,United Kingdom,
2024,101-150,101,150,1,University of Nottingham,United Kingdom,
2024,101-150,101,150,1,University of Sao Paulo,Brazil,
2024,101-150,101,150,1,University of Strasbourg,France,
2024,101-150,101,150,1,University of Utah,United States,
2024,101-150,101,150,1,University of Vienna,Austria,
2024,101-150,101,150,1,University of Warwick,United Kingdom,
2024,151-200,151,200,1,Arizona State University,United States,
2024,151-200,151,200,1,Beihang University,China,
2024,151-200,151,200,1,Beijing Normal University,China,
2024,151-200,151,200,1,Cardiff University,United Kingdom,
2024,151-200,151,200,1,Case Western Reserve University,United States,
2024,151-200,151,200,1,Chongqing University,China,
2024,151-200,151,200,1,Delft University of Technology,Netherlands,
2024,151-200,151,200,1,Georgia Institute of Technology,United States,
2024,151-200,151,200,1,Goethe University Frankfurt,Germany,
2024,151-200,151,200,1,Hunan University,China,
2024,151-200,151,200,1,Indiana University Bloomington,United States,
2024,151-200,151,200,1,London School of Economics and Political Science,United Kingdom,
2024,151-200,151,200,1,London School of Hygiene & Tropical Medicine,United Kingdom,
2024,151-200,151,200,1,Michigan State University,United States,
2024,151-200,151,200,1,Nankai University,China,
2024,151-200,151,200,1,Norwegian University of Science and Technology - NTNU,Norway,
2024,151-200,151,200,1,Shenzhen University,China,
2024,151-200,151,200,1,Soochow University,China,
2024,151-200,151,200,1,Sungkyunkwan University,South Korea,
2024,151-200,151,200,1,Technical University of Denmark,Denmark,
2024,151-200,151,200,1,The Hong Kong Polytechnic University,China-Hong Kong,
2024,151-200,151,200,1,The University of Adelaide,Australia,
2024,151-200,151,200,1,The University of Calgary,Canada,
2024,151-200,151,200,1,The University of Sheffield,United Kingdom,
2024,151-200,151,200,1,Tokyo Institute of Technology,Japan,
2024,151-200,151,200,1,Tongji University,China,
2024,151-200,151,200,1,Tufts University,United States,
2024,151-200,151,200,1,University of Electronic Science and Technology of China,China,
2024,151-200,151,200,1,University of Arizona,United States,
2024,151-200,151,200,1,University of Barcelona,Spain,
2024,151-200,151,200,1,University of Birmingham,United Kingdom,
2024,151-200,151,200,1,"University of California, Santa Cruz",United States,
2024,151-200,151,200,1,University of Cologne,Germany,
2024,151-200,151,200,1,University of Exeter,United Kingdom,
2024,151-200,151,200,1,University of Goettingen,Germany,
2024,151-200,151,200,1,University of Leeds,United Kingdom,
2024,151-200,151,200,1,University of Mainz,Germany,
2024,151-200,151,200,1,University of Milan,Italy,
2024,151-200,151,200,1,University of Montpellier,France,
2024,151-200,151,200,1,University of Montreal,Canada,
2024,151-200,151,200,1,University of Muenster,Germany,
2024,151-200,151,200,1,University of Pisa,Italy,
2024,151-200,151,200,1,University of Rochester,United States,
2024,151-200,151,200,1,University of Southampton,United Kingdom,
2024,151-200,151,200,1,University of Tuebingen,Germany,
2024,151-200,151,200,1,University of Waterloo,Canada,
2024,151-200,151,200,1,Vrije Universiteit Amsterdam,Netherlands,
2024,151-200,151,200,1,Wageningen University & Research,Netherlands,
2024,151-200,151,200,1,Xiamen University,China,
2024,151-200,151,200,1,Zhengzhou University,China,
2024,201-300,201,300,1,Baylor College of Medicine,United States,
2024,201-300,201,300,1,Beijing University of Chemical Technology,China,
2024,201-300,201,300,1,Capital Medical University,China,
2024,201-300,201,300,1,Catholic University of Louvain,Belgium,
2024,201-300,201,300,1,China Agricultural University,China,
2024,201-300,201,300,1,China University of Geosciences,China,
2024,201-300,201,300,1,Claude Bernard University Lyon 1,France,
2024,201-300,201,300,1,Colorado State University,United States,
2024,201-300,201,300,1,Curtin University,Australia,
2024,201-300,201,300,1,Dalian University of Technology,China,
2024,201-300,201,300,1,Deakin University,Australia,
2024,201-300,201,300,1,East China Normal University,China,
2024,201-300,201,300,1,Fuzhou University,China,
2024,201-300,201,300,1,George Mason University,United States,
2024,201-300,201,300,1,Griffith University,Australia,
2024,201-300,201,300,1,Heinrich Heine University Duesseldorf,Germany,
2024,201-300,201,300,1,Hokkaido University,Japan,
2024,201-300,201,300,1,The Hong Kong University of Science and Technology,China-Hong Kong,
2024,201-300,201,300,1,Jiangsu University,China,
2024,201-300,201,300,1,Jinan University,China,
2024,201-300,201,300,1,Karlsruhe Institute of Technology (KIT),Germany,
2024,201-300,201,300,1,Kiel University,Germany,
2024,201-300,201,300,1,King Abdulaziz University,Saudi Arabia,
2024,201-300,201,300,1,King Abdullah University of Science and Technology,Saudi Arabia,
2024,201-300,201,300,1,Korea Advanced Institute of Science and Technology,South Korea,
2024,201-300,201,300,1,Korea University,South Korea,
2024,201-300,201,300,1,KTH Royal Institute of Technology,Sweden,
2024,201-300,201,300,1,Kyushu University,Japan,
2024,201-300,201,300,1,Lanzhou University,China,
2024,201-300,201,300,1,Maastricht University,Netherlands,
2024,201-300,201,300,1,Macquarie University,Australia,
2024,201-300,201,300,1,Medical University of Vienna,Austria,
2024,201-300,201,300,1,Nanchang University,China,
2024,201-300,201,300,1,Nanjing Medical University,China,
2024,201-300,201,300,1,Nanjing University of Aeronautics and Astronautics,China,
2024,201-300,201,300,1,National Taiwan University,China-Taiwan,
2024,201-300,201,300,1,Newcastle University,United Kingdom,
2024,201-300,201,300,1,North Carolina State University - Raleigh,United States,
2024,201-300,201,300,1,Northeastern University (Boston),United States,
2024,201-300,201,300,1,Northeastern University (Shenyang),China,
2024,201-300,201,300,1,Oregon Health and Science University,United States,
2024,201-300,201,300,1,Oregon State University,United States,
2024,201-300,201,300,1,Osaka University,Japan,
2024,201-300,201,300,1,Peking Union Medical College,China,
2024,201-300,201,300,1,Polytechnic University of Milan,Italy,
2024,201-300,201,300,1,Queen Mary University of London,United Kingdom,
2024,201-300,201,300,1,Queen's University,Canada,
2024,201-300,201,300,1,Queensland University of Technology,Australia,
2024,201-300,201,300,1,Ruhr University Bochum,Germany,
2024,201-300,201,300,1,RWTH Aachen University,Germany,
2024,201-300,201,300,1,Shanghai University,China,
2024,201-300,201,300,1,Swinburne University of Technology,Australia,
2024,201-300,201,300,1,Technical University of Berlin,Germany,
2024,201-300,201,300,1,Tel Aviv University,Israel,
2024,201-300,201,300,1,Texas A&M University,United States,
2024,201-300,201,300,1,The University of Auckland,New Zealand,
2024,201-300,201,300,1,Tohoku University,Japan,
2024,201-300,201,300,1,Trinity College Dublin,Ireland,
2024,201-300,201,300,1,TU Dresden,Germany,
2024,201-300,201,300,1,Ulsan National Institute of Science and Technology,South Korea,
2024,201-300,201,300,1,University of Massachusetts Chan Medical School,United States,
2024,201-300,201,300,1,National Autonomous University of Mexico,Mexico,
2024,201-300,201,300,1,University of Science and Technology Beijing,China,
2024,201-300,201,300,1,University of Aberdeen,United Kingdom,
2024,201-300,201,300,1,University of Bergen,Norway,
2024,201-300,201,300,1,University of Bologna,Italy,
2024,201-300,201,300,1,University of Bordeaux,France,
2024,201-300,201,300,1,University of Buenos Aires,Argentina,
2024,201-300,201,300,1,"University of California, Riverside",United States,
2024,201-300,201,300,1,University of Cape Town,South Africa,
2024,201-300,201,300,1,University of Colorado at Denver,United States,
2024,201-300,201,300,1,University of Delaware,United States,
2024,201-300,201,300,1,University of East Anglia,United Kingdom,
2024,201-300,201,300,1,University of Erlangen-Nuremberg,Germany,
2024,201-300,201,300,1,University of Hamburg,Germany,
2024,201-300,201,300,1,University of Houston,United States,
2024,201-300,201,300,1,University of Innsbruck,Austria,
